Domaine,Serveur,Tache,MU,Unité de gestion,sess,Session,Job,Uproc,Statut,Prévu,Début,Fin,Durée,Temps estimé,Fil rouge,Info
QLS,devr-qls-pr-01,M_DEVR_QLS_00110,M_PRD_DEVR_QLS_NUIT_001,Traitements QlikSense,M_DEVR_QLS_00110,Traitement FINANCE,M_DEVR_QLS_00111_P,APPS_FINANCES,COMPLETED,44600.3333333333,44600.3376736111,44600.3379976851,0.000324074077070691,,0,0
U_,devr-qls-pr-01,M_DEVR_QLS_00110,M_PRD_DEVR_QLS_NUIT_001,Traitements QlikSense,M_DEVR_QLS_00110,Traitement FINANCE,M_DEVR_QLS_00110_F,Fin FINANCES,COMPLETED,44600.3333333333,44600.3379976851,44600.3379976851,0,,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00127_QUOT,M_PRD_DEVR_DECI_NUIT_015,RAPPORTS BIRT CA FLASH INTERNATIONAL,M_DEVR_DECI_00126,Rapport Birt CA Flash International,M_DEVR_DECI_00129_D,Uproc debut Rapports Birt CA Flash international,COMPLETED,44599.9236111111,44600.3333564815,44600.3515277778,0.018171296294895,0.0530324074074074,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00127_QUOT,M_PRD_DEVR_DECI_NUIT_015,RAPPORTS BIRT CA FLASH INTERNATIONAL,M_DEVR_DECI_00126,Rapport Birt CA Flash International,M_DEVR_DECI_00191_P,DVR_DEC_SAS_FAI_VTE_INT,COMPLETED,44599.9236111111,44600.3333680556,44600.334212963,0.000844907401187811,0.00630787037037037,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00127_QUOT,M_PRD_DEVR_DECI_NUIT_015,RAPPORTS BIRT CA FLASH INTERNATIONAL,M_DEVR_DECI_00126,Rapport Birt CA Flash International,M_DEVR_DECI_00192_P,DVR_DEC_ODS_FAI_VTE,COMPLETED,44599.9236111111,44600.334224537,44600.3345717593,0.000347222223354038,0.0034837962962963,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00127_QUOT,M_PRD_DEVR_DECI_NUIT_015,RAPPORTS BIRT CA FLASH INTERNATIONAL,M_DEVR_DECI_00126,Rapport Birt CA Flash International,M_DEVR_DECI_00193_P,DVR_DEC_ODS_FAI_IMH,COMPLETED,44599.9236111111,44600.3345833333,44600.3466550926,0.0120717592581059,0.0229513888888889,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00127_QUOT,M_PRD_DEVR_DECI_NUIT_015,RAPPORTS BIRT CA FLASH INTERNATIONAL,M_DEVR_DECI_00126,Rapport Birt CA Flash International,M_DEVR_DECI_00232_P,DVR_DEC_ODS_FAI_IMH_LAT,COMPLETED,44599.9236111111,44600.3466550926,44600.3468055556,0.000150462961755693,,9999,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00127_QUOT,M_PRD_DEVR_DECI_NUIT_015,RAPPORTS BIRT CA FLASH INTERNATIONAL,M_DEVR_DECI_00126,Rapport Birt CA Flash International,M_DEVR_DECI_00194_P,DVR_DEC_ODS_BST,COMPLETED,44599.9236111111,44600.3468171296,44600.3476967593,0.000879629631526768,0.00212962962962963,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00127_QUOT,M_PRD_DEVR_DECI_NUIT_015,RAPPORTS BIRT CA FLASH INTERNATIONAL,M_DEVR_DECI_00126,Rapport Birt CA Flash International,M_DEVR_DECI_00195_P,DVR_DEC_DWH_FAI_VTE,COMPLETED,44599.9236111111,44600.3476967593,44600.3481481482,0.000451388892543036,0.00773148148148148,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00127_QUOT,M_PRD_DEVR_DECI_NUIT_015,RAPPORTS BIRT CA FLASH INTERNATIONAL,M_DEVR_DECI_00126,Rapport Birt CA Flash International,M_DEVR_DECI_00196_P,DVR_DEC_DWH_FAI_AGG,COMPLETED,44599.9236111111,44600.3481481482,44600.3494328704,0.0012847222169512,0.000555555555555556,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00127_QUOT,M_PRD_DEVR_DECI_NUIT_015,RAPPORTS BIRT CA FLASH INTERNATIONAL,M_DEVR_DECI_00126,Rapport Birt CA Flash International,M_DEVR_DECI_00278_P,Rapports Birt CA Flash international - DVR_DEC_DWH_COMP_N-2,COMPLETED,44599.9236111111,44600.3494328704,44600.3494675926,3.47222230629995E-05,,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00127_QUOT,M_PRD_DEVR_DECI_NUIT_015,RAPPORTS BIRT CA FLASH INTERNATIONAL,M_DEVR_DECI_00126,Rapport Birt CA Flash International,M_DEVR_DECI_00284_P,stambia DVR_DEC_DWH_COMP_N-3,COMPLETED,44599.9236111111,44600.3494675926,44600.350787037,0.00131944444729015,,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00127_QUOT,M_PRD_DEVR_DECI_NUIT_015,RAPPORTS BIRT CA FLASH INTERNATIONAL,M_DEVR_DECI_00126,Rapport Birt CA Flash International,M_DEVR_DECI_00212_P,New CA Flash INTER,COMPLETED,44599.9236111111,44600.350787037,44600.3512384259,0.000451388885267079,0.00640046296296296,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00127_QUOT,M_PRD_DEVR_DECI_NUIT_015,RAPPORTS BIRT CA FLASH INTERNATIONAL,M_DEVR_DECI_00126,Rapport Birt CA Flash International,M_DEVR_DECI_00176_P,CA Flash International,COMPLETED,44599.9236111111,44600.3512384259,44600.3513888889,0.000150462969031651,0.00229166666666667,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00127_QUOT,M_PRD_DEVR_DECI_NUIT_015,RAPPORTS BIRT CA FLASH INTERNATIONAL,M_DEVR_DECI_00126,Rapport Birt CA Flash International,M_DEVR_DECI_00177_P,CA Flash International a date,COMPLETED,44599.9236111111,44600.3513888889,44600.3515162037,0.000127314808196388,0.00114583333333333,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00127_QUOT,M_PRD_DEVR_DECI_NUIT_015,RAPPORTS BIRT CA FLASH INTERNATIONAL,M_DEVR_DECI_00126,Rapport Birt CA Flash International,M_DEVR_DECI_00129_F,Uproc fin Rapports Birt CA Flash international,COMPLETED,44599.9236111111,44600.3515277778,44600.3515277778,0,1.15740740740741E-05,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00272_QUOT,M_PRD_DEVR_DECI_NUIT_015,RAPPORTS BIRT CA FLASH INTERNATIONAL,M_DEVR_DECI_00272,Reporting Birt CA FLASH 2,M_DEVR_DECI_00272_D,Uproc debut Reporting Birt 2,COMPLETED,44599.9243055556,44600.3515277778,44600.3632638889,0.0117361111115315,,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00272_QUOT,M_PRD_DEVR_DECI_NUIT_015,RAPPORTS BIRT CA FLASH INTERNATIONAL,M_DEVR_DECI_00272,Reporting Birt CA FLASH 2,M_DEVR_DECI_00272_P,RefreshBirt - CA_FLASH_WEB2,COMPLETED,44599.9243055556,44600.3515393519,44600.3521412037,0.000601851847022772,,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00272_QUOT,M_PRD_DEVR_DECI_NUIT_015,RAPPORTS BIRT CA FLASH INTERNATIONAL,M_DEVR_DECI_00272,Reporting Birt CA FLASH 2,M_DEVR_DECI_00273_P,RefreshBirt - REPORTING_POINT_VTES_SFAM2,COMPLETED,44599.9243055556,44600.3521412037,44600.3622800926,0.0101388888942893,,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00272_QUOT,M_PRD_DEVR_DECI_NUIT_015,RAPPORTS BIRT CA FLASH INTERNATIONAL,M_DEVR_DECI_00272,Reporting Birt CA FLASH 2,M_DEVR_DECI_00274_P,RefreshBirt - NEW_CA_FLASH2,COMPLETED,44599.9243055556,44600.3622916667,44600.3632523148,0.000960648147156462,,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00272_QUOT,M_PRD_DEVR_DECI_NUIT_015,RAPPORTS BIRT CA FLASH INTERNATIONAL,M_DEVR_DECI_00272,Reporting Birt CA FLASH 2,M_DEVR_DECI_00272_F,Uproc fin Reporting Birt 2,COMPLETED,44599.9243055556,44600.3632638889,44600.3632638889,0,,0,0
U_,devr-qlk-pr-01,M_DEVR_QLK_00201_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_QLK_00201,Reporting Note 2,M_DEVR_QLK_00201_D,Uproc debut Reporting 2,COMPLETED,44599.9236111111,44600.3515393519,44600.3720486111,0.020509259258688,,0,0
DECI,devr-qlk-pr-01,M_DEVR_QLK_00201_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_QLK_00201,Reporting Note 2,M_DEVR_QLK_00201_P,Lancement rapport Reporting-ModeleApplicationVentesNN1_2,COMPLETED,44599.9236111111,44600.3515393519,44600.3516666667,0.000127314815472346,,0,0
DECI,devr-qlk-pr-01,M_DEVR_QLK_00201_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_QLK_00201,Reporting Note 2,M_DEVR_QLK_00202_P,Lancement rapport Reporting-NoteHebdo2Reporting-NoteHebdo2,COMPLETED,44599.9236111111,44600.3516666667,44600.372037037,0.020370370366436,,0,0
U_,devr-qlk-pr-01,M_DEVR_QLK_00201_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_QLK_00201,Reporting Note 2,M_DEVR_QLK_00201_F,Uproc fin Reporting 2,COMPLETED,44599.9236111111,44600.3720486111,44600.3720486111,0,,0,0
