Domaine,Serveur,Tache,MU,Unité de gestion,sess,Session,Job,Uproc,Statut,Prévu,Début,Fin,Durée,Temps estimé,Fil rouge,Info
DECI,devr-dwh-pr-01,M_DEVR_DECI_00270_QUOT,M_PRD_DEVR_DECI_NUIT_010,INDICATEURS REPORTING BEST,M_DEVR_DECI_00270,Indicateurs Best complementaires,M_DEVR_DECI_00269_P,DVR_DEC_DWH_HH,COMPLETED,44599.9166666667,44600.1614351852,44600.1687847222,0.00734953703795327,,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00270_QUOT,M_PRD_DEVR_DECI_NUIT_010,INDICATEURS REPORTING BEST,M_DEVR_DECI_00270,Indicateurs Best complementaires,M_DEVR_DECI_00270_P,Rapport Birt ICAMAG,COMPLETED,44599.9166666667,44600.1687847222,44600.1702662037,0.0014814814858255,,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00270_QUOT,M_PRD_DEVR_DECI_NUIT_010,INDICATEURS REPORTING BEST,M_DEVR_DECI_00270,Indicateurs Best complementaires,M_DEVR_DECI_00270_F,Uproc fin Traitements complementaires 2,COMPLETED,44599.9166666667,44600.1702662037,44600.1702777778,1.15740695036948E-05,,0,0
U_,devr-qlk-pr-01,M_DEVR_QLK_00100_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00116,Refresh QVD Quotidien,M_DEVR_DECI_00116_D,Uproc debut Refresh QVD Quotidien,COMPLETED,44599.9201388889,44600.1364583333,44600.1867592593,0.0503009259264218,0.104456018518519,9999,0
DECI,devr-qlk-pr-01,M_DEVR_QLK_00100_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00116,Refresh QVD Quotidien,M_DEVR_DECI_00145_P,Lancement rapport QlikView Referentiel Temps,COMPLETED,44599.9201388889,44600.1364699074,44600.1369675926,0.000497685192385688,0.000462962962962963,0,0
DECI,devr-qlk-pr-01,M_DEVR_QLK_00100_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00116,Refresh QVD Quotidien,M_DEVR_DECI_00146_P,Lancement rapport QlikView Referentiel Magasins,COMPLETED,44599.9201388889,44600.1369791667,44600.1379282407,0.000949074077652767,0.000914351851851852,0,0
DECI,devr-qlk-pr-01,M_DEVR_QLK_00100_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00116,Refresh QVD Quotidien,M_DEVR_DECI_00147_P,Lancement rapport QlikView Referentiel Fidelite,COMPLETED,44599.9201388889,44600.1379282407,44600.1397453704,0.00181712962512393,0.00144675925925926,0,0
DECI,devr-qlk-pr-01,M_DEVR_QLK_00100_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00116,Refresh QVD Quotidien,M_DEVR_DECI_00148_P,Lancement rapport QlikView Referentiel Produits,COMPLETED,44599.9201388889,44600.1397453704,44600.1420717593,0.00232638889428927,0.00207175925925926,0,0
DECI,devr-qlk-pr-01,M_DEVR_QLK_00100_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00116,Refresh QVD Quotidien,M_DEVR_DECI_00168_P,Lancement rapport QlikView RefreshQVD_N1,COMPLETED,44599.9201388889,44600.1420833333,44600.169224537,0.0271412037036498,6.94444444444444E-05,0,0
DECI,devr-qlk-pr-01,M_DEVR_QLK_00100_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00116,Refresh QVD Quotidien,M_DEVR_DECI_00163_P,Lancement rapport QlikView Tarifs,COMPLETED,44599.9201388889,44600.169224537,44600.1706944444,0.00146990740904585,0.00288194444444444,0,0
DECI,devr-qlk-pr-01,M_DEVR_QLK_00100_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00116,Refresh QVD Quotidien,M_DEVR_DECI_00165_P,Lancement rapport QlikView RH,COMPLETED,44599.9201388889,44600.1707060185,44600.1710069444,0.000300925923511386,0.000555555555555556,0,0
DECI,devr-qlk-pr-01,M_DEVR_QLK_00100_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00116,Refresh QVD Quotidien,M_DEVR_DECI_00149_P,Lancement rapport QlikView Ventes,COMPLETED,44599.9201388889,44600.1710069444,44600.1762152778,0.00520833333575865,0.0244791666666667,0,0
DECI,devr-qlk-pr-01,M_DEVR_QLK_00100_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00116,Refresh QVD Quotidien,M_DEVR_DECI_00150_P,Lancement rapport QlikView Ventes Agregats,COMPLETED,44599.9201388889,44600.1762268519,44600.1775115741,0.00128472222422715,0.00108796296296296,9999,0
DECI,devr-qlk-pr-01,M_DEVR_QLK_00100_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00116,Refresh QVD Quotidien,M_DEVR_DECI_00164_P,Lancement rapport QlikView Ventes potentielles,COMPLETED,44599.9201388889,44600.1775115741,44600.1780787037,0.00056712963123573,0.0012037037037037,9999,0
DECI,devr-qlk-pr-01,M_DEVR_QLK_00100_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00116,Refresh QVD Quotidien,M_DEVR_DECI_00154_P,Lancement rapport QlikView Stocks depots N,COMPLETED,44599.9201388889,44600.1780787037,44600.1819791667,0.00390046295797219,0.00828703703703704,0,0
DECI,devr-qlk-pr-01,M_DEVR_QLK_00100_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00116,Refresh QVD Quotidien,M_DEVR_DECI_00156_P,Lancement rapport QlikView Stocks magasins N,COMPLETED,44599.9201388889,44600.1819791667,44600.1849768519,0.00299768518743804,0.059849537037037,0,0
DECI,devr-qlk-pr-01,M_DEVR_QLK_00100_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00116,Refresh QVD Quotidien,M_DEVR_DECI_00157_P,Lancement rapport QlikView Commandes receptions,COMPLETED,44599.9201388889,44600.1849768519,44600.1867476852,0.00177083333255723,0.00107638888888889,0,0
U_,devr-qlk-pr-01,M_DEVR_QLK_00100_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00116,Refresh QVD Quotidien,M_DEVR_DECI_00116_F,Uproc fin Refresh QVD Quotidien,COMPLETED,44599.9201388889,44600.1867476852,44600.1867592593,1.15740767796524E-05,0,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00118_QUOT,M_PRD_DEVR_DECI_NUIT_009,RAPPORTS BIRT,M_DEVR_DECI_00118,Rapports Birt Chiffres Jour,M_DEVR_DECI_00118_D,Uproc debut Rapports Birt Chiffres Jour,COMPLETED,44599.9201388889,44600.1364699074,44600.1518634259,0.0153935185226146,0.0149768518518519,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00118_QUOT,M_PRD_DEVR_DECI_NUIT_009,RAPPORTS BIRT,M_DEVR_DECI_00118,Rapports Birt Chiffres Jour,M_DEVR_DECI_00161_P,Primes Vendeurs,COMPLETED,44599.9201388889,44600.1364814815,44600.1377893519,0.0013078703705105,0.00314814814814815,0,0
PORT,devr-dwh-pr-01,M_DEVR_DECI_00118_QUOT,M_PRD_DEVR_DECI_NUIT_009,RAPPORTS BIRT,M_DEVR_DECI_00118,Rapports Birt Chiffres Jour,M_DEVR_PORT_00121_P,Primes vendeurs - Envoi portail,COMPLETED,44599.9201388889,44600.1377893519,44600.1378009259,1.15740767796524E-05,,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00118_QUOT,M_PRD_DEVR_DECI_NUIT_009,RAPPORTS BIRT,M_DEVR_DECI_00118,Rapports Birt Chiffres Jour,M_DEVR_DECI_00155_P,CA Flash (Detail des magasins),COMPLETED,44599.9201388889,44600.1377893519,44600.138125,0.000335648146574385,0.00325231481481482,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00118_QUOT,M_PRD_DEVR_DECI_NUIT_009,RAPPORTS BIRT,M_DEVR_DECI_00118,Rapports Birt Chiffres Jour,M_DEVR_DECI_00157_P,CA Flash (Detail des regions),COMPLETED,44599.9201388889,44600.138125,44600.1384027778,0.000277777777228039,0.00109953703703704,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00118_QUOT,M_PRD_DEVR_DECI_NUIT_009,RAPPORTS BIRT,M_DEVR_DECI_00118,Rapports Birt Chiffres Jour,M_DEVR_DECI_00249_P,EXTRACTION_AFFILIES,COMPLETED,44599.9201388889,44600.1384027778,44600.1386921296,0.000289351854007691,,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00118_QUOT,M_PRD_DEVR_DECI_NUIT_009,RAPPORTS BIRT,M_DEVR_DECI_00118,Rapports Birt Chiffres Jour,M_DEVR_DECI_00254_P,REPORTING_POINT_VTES_SFAM,COMPLETED,44599.9201388889,44600.1386921296,44600.15125,0.0125578703737119,,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00118_QUOT,M_PRD_DEVR_DECI_NUIT_009,RAPPORTS BIRT,M_DEVR_DECI_00118,Rapports Birt Chiffres Jour,M_DEVR_DECI_00248_P,CA_FLASH_WEB,COMPLETED,44599.9201388889,44600.15125,44600.1518634259,0.000613425923802424,,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00118_QUOT,M_PRD_DEVR_DECI_NUIT_009,RAPPORTS BIRT,M_DEVR_DECI_00118,Rapports Birt Chiffres Jour,M_DEVR_DECI_00118_F,Uproc fin Rapports Birt Chiffres Jour,COMPLETED,44599.9201388889,44600.1518634259,44600.1518634259,0,0,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00203_QUOT,M_PRD_DEVR_DECI_NUIT_009,RAPPORTS BIRT,M_DEVR_DECI_00203,New CA Flash,M_DEVR_DECI_00203_D,Uproc debut New CA Flash,COMPLETED,44599.9201388889,44600.1364699074,44600.1381828704,0.00171296296321088,,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00203_QUOT,M_PRD_DEVR_DECI_NUIT_009,RAPPORTS BIRT,M_DEVR_DECI_00203,New CA Flash,M_DEVR_DECI_00203_P,NEW CA Flash,COMPLETED,44599.9201388889,44600.1364814815,44600.1381712963,0.00168981481692754,0.00746527777777778,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00203_QUOT,M_PRD_DEVR_DECI_NUIT_009,RAPPORTS BIRT,M_DEVR_DECI_00203,New CA Flash,M_DEVR_DECI_00203_F,Fin debut New CA Flash,COMPLETED,44599.9201388889,44600.1381712963,44600.1381828704,1.15740695036948E-05,,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00215_QUOT,M_PRD_DEVR_DECI_NUIT_016,DECISIONNEL PLAN DE COLLECTION,M_DEVR_DECI_00215,Plan de Collection,M_DEVR_DECI_00215_D,Uproc debut Plan de Collection,COMPLETED,44599.9194444444,44600.1364699074,44600.1466782407,0.0102083333404153,0.00531249999767169,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00215_QUOT,M_PRD_DEVR_DECI_NUIT_016,DECISIONNEL PLAN DE COLLECTION,M_DEVR_DECI_00215,Plan de Collection,M_DEVR_DECI_00215_P,DVR_DEC_SAS_DIM_PCO,COMPLETED,44599.9194444444,44600.1365972222,44600.1366666667,6.94444461259991E-05,4.62962998426519E-05,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00215_QUOT,M_PRD_DEVR_DECI_NUIT_016,DECISIONNEL PLAN DE COLLECTION,M_DEVR_DECI_00215,Plan de Collection,M_DEVR_DECI_00216_P,DVR_DEC_SAS_FAI_PCO,COMPLETED,44599.9194444444,44600.1366782407,44600.1421296296,0.00545138888992369,0.00346064814220881,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00215_QUOT,M_PRD_DEVR_DECI_NUIT_016,DECISIONNEL PLAN DE COLLECTION,M_DEVR_DECI_00215,Plan de Collection,M_DEVR_DECI_00217_P,DVR_DEC_ODS_DIM_PCO,COMPLETED,44599.9194444444,44600.1421296296,44600.1426736111,0.000543981477676425,0.000428240746259689,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00215_QUOT,M_PRD_DEVR_DECI_NUIT_016,DECISIONNEL PLAN DE COLLECTION,M_DEVR_DECI_00215,Plan de Collection,M_DEVR_DECI_00218_P,DVR_DEC_ODS_FAI_PCO,COMPLETED,44599.9194444444,44600.1426851851,44600.1466666667,0.00398148148087785,0.0013078703705105,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00215_QUOT,M_PRD_DEVR_DECI_NUIT_016,DECISIONNEL PLAN DE COLLECTION,M_DEVR_DECI_00215,Plan de Collection,M_DEVR_DECI_00215_F,Uproc fin Plan de Collection,COMPLETED,44599.9194444444,44600.1466782407,44600.1466782407,0,0,0,0
U_,devr-qls-pr-01,M_DEVR_QLS_00104,M_PRD_DEVR_QLS_NUIT_001,Traitements QlikSense,M_DEVR_QLS_00104,primes_vendeurs_Intranet,M_DEVR_QLS_00104_D,Debut OUTPUT_primes_vendeurs_Intranet,COMPLETED,44600.0416666667,44600.1364814815,44600.1381712963,0.00168981481692754,0.0247222222222222,0,0
QLS,devr-qls-pr-01,M_DEVR_QLS_00104,M_PRD_DEVR_QLS_NUIT_001,Traitements QlikSense,M_DEVR_QLS_00104,primes_vendeurs_Intranet,M_DEVR_QLS_00104_P,OUTPUT_primes_vendeurs_Intranet,COMPLETED,44600.0416666667,44600.1377893519,44600.1381597222,0.000370370369637385,0.00903935185185185,0,0
U_,devr-qls-pr-01,M_DEVR_QLS_00104,M_PRD_DEVR_QLS_NUIT_001,Traitements QlikSense,M_DEVR_QLS_00104,primes_vendeurs_Intranet,M_DEVR_QLS_00104_F,Fin OUTPUT_primes_vendeurs_Intranet,COMPLETED,44600.0416666667,44600.1381597222,44600.1381712963,1.15740767796524E-05,0,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00208_QUOT,M_PRD_DEVR_DECI_NUIT_009,RAPPORTS BIRT,M_DEVR_DECI_00208,Rapports Birt AllocationM Jour,M_DEVR_DECI_00208_D,Uproc debut Rapports Birt AllocationM Jour,COMPLETED,44599.9201388889,44600.151875,44600.1745138889,0.0226388888841029,0.0194212962962963,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00208_QUOT,M_PRD_DEVR_DECI_NUIT_009,RAPPORTS BIRT,M_DEVR_DECI_00208,Rapports Birt AllocationM Jour,M_DEVR_DECI_00204_P,REASSORT INTERNATIONAL,COMPLETED,44599.9201388889,44600.151875,44600.1539236111,0.00204861110978527,0.00099537037037037,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00208_QUOT,M_PRD_DEVR_DECI_NUIT_009,RAPPORTS BIRT,M_DEVR_DECI_00208,Rapports Birt AllocationM Jour,M_DEVR_DECI_00207_P,Copie OUTPUT_rea_international vers serveur de fichier,COMPLETED,44599.9201388889,44600.1539351852,44600.1539930556,5.78703766223043E-05,4.62962962962963E-05,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00208_QUOT,M_PRD_DEVR_DECI_NUIT_009,RAPPORTS BIRT,M_DEVR_DECI_00208,Rapports Birt AllocationM Jour,M_DEVR_DECI_00187_P,Objectif Stock,COMPLETED,44599.9201388889,44600.1539930556,44600.1606944444,0.00670138888381189,0.00878472222222222,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00208_QUOT,M_PRD_DEVR_DECI_NUIT_009,RAPPORTS BIRT,M_DEVR_DECI_00208,Rapports Birt AllocationM Jour,M_DEVR_DECI_00208_P,ECLT_STOCKS_ANCIENS,COMPLETED,44599.9201388889,44600.1606944444,44600.1745023148,0.0138078703748761,0.00956018518518519,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00208_QUOT,M_PRD_DEVR_DECI_NUIT_009,RAPPORTS BIRT,M_DEVR_DECI_00208,Rapports Birt AllocationM Jour,M_DEVR_DECI_00208_F,Fin Rapports Birt AllocationM Jour,COMPLETED,44599.9201388889,44600.1745138889,44600.1745138889,0,0,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00219_QUOT,M_PRD_DEVR_DECI_NUIT_009,RAPPORTS BIRT,M_DEVR_DECI_00219,REPORTING_CA_PRIME,M_DEVR_DECI_00219_D,Uproc debut REPORTING_CA_PRIME,COMPLETED,44599.9222222222,44600.174525463,44600.1761574074,0.00163194444030523,,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00219_QUOT,M_PRD_DEVR_DECI_NUIT_009,RAPPORTS BIRT,M_DEVR_DECI_00219,REPORTING_CA_PRIME,M_DEVR_DECI_00219_P,REPORTING_CA_PRIME,COMPLETED,44599.9222222222,44600.174525463,44600.1757986111,0.0012731481474475,,0,0
PORT,devr-dwh-pr-01,M_DEVR_DECI_00219_QUOT,M_PRD_DEVR_DECI_NUIT_009,RAPPORTS BIRT,M_DEVR_DECI_00219,REPORTING_CA_PRIME,M_DEVR_PORT_00127_P,reporting ca prime - Envoi portail,COMPLETED,44599.9222222222,44600.1757986111,44600.1758101852,1.15740767796524E-05,,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00219_QUOT,M_PRD_DEVR_DECI_NUIT_009,RAPPORTS BIRT,M_DEVR_DECI_00219,REPORTING_CA_PRIME,M_DEVR_DECI_00237_P,REPORTING_CA_PRIME_REGION,COMPLETED,44599.9222222222,44600.1757986111,44600.1761458333,0.000347222223354038,,0,0
PORT,devr-dwh-pr-01,M_DEVR_DECI_00219_QUOT,M_PRD_DEVR_DECI_NUIT_009,RAPPORTS BIRT,M_DEVR_DECI_00219,REPORTING_CA_PRIME,M_DEVR_PORT_00128_P,reporting ca prime region - Envoi portail,COMPLETED,44599.9222222222,44600.1761458333,44600.1761574074,1.15740695036948E-05,,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00219_QUOT,M_PRD_DEVR_DECI_NUIT_009,RAPPORTS BIRT,M_DEVR_DECI_00219,REPORTING_CA_PRIME,M_DEVR_DECI_00219_F,Uproc fin REPORTING_CA_PRIME,COMPLETED,44599.9222222222,44600.1761458333,44600.1761574074,1.15740695036948E-05,,0,0
U_,devr-qlk-pr-01,M_DEVR_QLK_00102_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00115,Rapport QlikView NoteHebdo,M_DEVR_DECI_00115_D,Uproc debut QlikView NoteHebdo,COMPLETED,44599.9215277778,44600.1867592593,44600.2030092593,0.0162500000005821,0.0199884259259259,9999,0
DECI,devr-qlk-pr-01,M_DEVR_QLK_00102_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00115,Rapport QlikView NoteHebdo,M_DEVR_DECI_00158_P,Lancement rapport QlikView reporting NoteHebdo,COMPLETED,44599.9215277778,44600.1867708333,44600.2029976852,0.0162268518542987,0.0199652777777778,0,0
U_,devr-qlk-pr-01,M_DEVR_QLK_00102_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00115,Rapport QlikView NoteHebdo,M_DEVR_DECI_00115_F,Uproc fin QlikView NoteHebdo,COMPLETED,44599.9215277778,44600.2029976852,44600.2030092593,1.15740767796524E-05,0,0,0
U_,devr-qlk-pr-01,M_DEVR_QLK_00103_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00119,Rapports QlikView,M_DEVR_DECI_00118_D,Uproc debut QlikView,COMPLETED,44599.9222222222,44600.2030092593,44600.2230092593,0.0199999999967986,0.136782407407407,0,0
DECI,devr-qlk-pr-01,M_DEVR_QLK_00103_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00119,Rapports QlikView,M_DEVR_DECI_00161_P,Lancement rapport QlikView reporting Modele application ventes,COMPLETED,44599.9222222222,44600.2030208333,44600.2147800926,0.0117592592650908,0.00777777777777778,0,0
DECI,devr-qlk-pr-01,M_DEVR_QLK_00103_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00119,Rapports QlikView,M_DEVR_DECI_00170_P,Lancement rapport QlikView Reporting-Analyse_HT,COMPLETED,44599.9222222222,44600.2147800926,44600.2151851852,0.000405092592700385,0.000405092592592593,0,0
DECI,devr-qlk-pr-01,M_DEVR_QLK_00103_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00119,Rapports QlikView,M_DEVR_DECI_00171_P,Lancement rapport QlikView Reporting-DonneesRH,COMPLETED,44599.9222222222,44600.2151967593,44600.2158912037,0.000694444446708076,0.000787037037037037,0,0
DECI,devr-qlk-pr-01,M_DEVR_QLK_00103_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00119,Rapports QlikView,M_DEVR_DECI_00172_P,Lancement rapport QlikView Reporting-Giftcards,COMPLETED,44599.9222222222,44600.2158912037,44600.2165972222,0.00070601851621177,0.000821759259259259,0,0
DECI,devr-qlk-pr-01,M_DEVR_QLK_00103_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00119,Rapports QlikView,M_DEVR_DECI_00167_P,Lancement rapport QlikView Reporting Modele Achats,COMPLETED,44599.9222222222,44600.2165972222,44600.2169560185,0.00035879630013369,0.00037037037037037,0,0
DECI,devr-qlk-pr-01,M_DEVR_QLK_00103_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00119,Rapports QlikView,M_DEVR_DECI_00173_P,Lancement rapport QlikView Reporting-Analyse_Opecomm,COMPLETED,44599.9222222222,44600.2169560185,44600.2201388889,0.00318287036498077,0.00365740740740741,0,0
DECI,devr-qlk-pr-01,M_DEVR_QLK_00103_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00119,Rapports QlikView,M_DEVR_DECI_00160_P,Lancement rapport QlikView reporting Encaissements,COMPLETED,44599.9222222222,44600.220150463,44600.2225,0.00234953704057261,0.00199074074074074,0,0
DECI,devr-qlk-pr-01,M_DEVR_QLK_00103_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00119,Rapports QlikView,M_DEVR_DECI_00159_P,Lancement rapport QlikView reporting Tauxdedispo,COMPLETED,44599.9222222222,44600.2225,44600.2226273148,0.000127314808196388,0.00574074074074074,0,0
DECI,devr-qlk-pr-01,M_DEVR_QLK_00103_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00119,Rapports QlikView,M_DEVR_DECI_00174_P,Lancement rapport QlikView Reporting-Plancollection,COMPLETED,44599.9222222222,44600.2226273148,44600.2227546296,0.000127314815472346,0.014849537037037,0,0
DECI,devr-qlk-pr-01,M_DEVR_QLK_00103_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00119,Rapports QlikView,M_DEVR_DECI_00144_P,Lancement rapport QlikView Refresh QLK,COMPLETED,44599.9222222222,44600.2227546296,44600.2229398148,0.000185185184818693,5.78703703703704E-05,0,0
DECI,devr-qlk-pr-01,M_DEVR_QLK_00103_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00119,Rapports QlikView,M_DEVR_DECI_00209_P,Lancement rapport QlikView Refresh UR,COMPLETED,44599.9222222222,44600.2229398148,44600.2230092593,6.94444461259991E-05,5.78703703703704E-05,0,0
U_,devr-qlk-pr-01,M_DEVR_QLK_00103_QUOT,M_PRD_DEVR_DECI_NUIT_QLK,ALIMENTATION QLIKVIEW,M_DEVR_DECI_00119,Rapports QlikView,M_DEVR_DECI_00118_F,Uproc fin QlikView,COMPLETED,44599.9222222222,44600.2230092593,44600.2230092593,0,1.15740740740741E-05,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00250_QUOT,M_PRD_DEVR_DECI_NUIT_009,RAPPORTS BIRT,M_DEVR_DECI_00250,Rapport Birt magasins manquants Devred,M_DEVR_DECI_00250_D,Uproc debut Magasins manquants,COMPLETED,44600.2708333333,44600.2708333333,44600.2727777778,0.00194444444059627,,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00250_QUOT,M_PRD_DEVR_DECI_NUIT_009,RAPPORTS BIRT,M_DEVR_DECI_00250,Rapport Birt magasins manquants Devred,M_DEVR_DECI_00250_P,Reporting Magasins manquants Devred,COMPLETED,44600.2708333333,44600.2708449074,44600.2727662037,0.00192129630158888,,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00250_QUOT,M_PRD_DEVR_DECI_NUIT_009,RAPPORTS BIRT,M_DEVR_DECI_00250,Rapport Birt magasins manquants Devred,M_DEVR_DECI_00250_F,Uproc fin Magasins manquants,COMPLETED,44600.2708333333,44600.2727662037,44600.2727777778,1.15740695036948E-05,,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00222_QUOT,M_PRD_DEVR_DECI_NUIT_018,DECISIONNEL COMPTA,M_DEVR_DECI_00222,DVR_DEC_ODS_CPT,M_DEVR_DECI_00222_D,Uproc debut Donnees SXC - DVR_DEC_ODS_CPT,COMPLETED,44600.3125,44600.3125,44600.3155671296,0.00306712962628808,,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00222_QUOT,M_PRD_DEVR_DECI_NUIT_018,DECISIONNEL COMPTA,M_DEVR_DECI_00222,DVR_DEC_ODS_CPT,M_DEVR_DECI_00222_P,Donnees SXC - DVR_DEC_ODS_CPT,COMPLETED,44600.3125,44600.3125115741,44600.3151273148,0.002615740741021,,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00222_QUOT,M_PRD_DEVR_DECI_NUIT_018,DECISIONNEL COMPTA,M_DEVR_DECI_00222,DVR_DEC_ODS_CPT,M_DEVR_DECI_00243_P,DVR_DEC_OUT_EIN,COMPLETED,44600.3125,44600.3151388889,44600.3155555556,0.000416666669480037,,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00222_QUOT,M_PRD_DEVR_DECI_NUIT_018,DECISIONNEL COMPTA,M_DEVR_DECI_00222,DVR_DEC_ODS_CPT,M_DEVR_DECI_00222_F,Uproc fin Donnees SXC - DVR_DEC_ODS_CPT,COMPLETED,44600.3125,44600.3155671296,44600.3155671296,0,,0,0
U_,devr-qls-pr-01,M_DEVR_QLS_00110,M_PRD_DEVR_QLS_NUIT_001,Traitements QlikSense,M_DEVR_QLS_00110,Traitement FINANCE,M_DEVR_QLS_00110_D,Debut FINANCES,COMPLETED,44600.3333333333,44600.3333449074,44600.3379976851,0.00465277778130258,,0,0
QLS,devr-qls-pr-01,M_DEVR_QLS_00110,M_PRD_DEVR_QLS_NUIT_001,Traitements QlikSense,M_DEVR_QLS_00110,Traitement FINANCE,M_DEVR_QLS_00110_P,QVD_FINANCES,COMPLETED,44600.3333333333,44600.3333564815,44600.3376736111,0.00431712962745223,,0,0
